RxDevice,FileID,TxDevice,GenTime,FileMsgCount,GpsEpochTime,TxRandom,MsgCount,DSecond,Latitude,Longitude,Elevation,Speed,Heading,Ax,Ay,Az,Yawrate,CountPathPoints,RadiusOfCurve,Confidence,EventFlag,SemiMajor,SemiMinor,Orientation,SteerAngle,TransState,WhlBrkUnkn,WhlBrkLF,WhlBrkLR,WhlBrkRF,WhlBrkRR,Width,Length,EtcActive,AbsActive,EscActive,BrakeBstActive,AuxBrakesActive
1000,57,1000,606553299584570,1,1679468499.5845709,5975,117,39600,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553299646920,2,1679468499.6469209,5975,118,39700,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553299742816,3,1679468499.7428169,5975,119,39800,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553299840213,4,1679468499.8402131,5975,120,39900,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553299940779,5,1679468499.940779,5975,121,40000,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553300035825,6,1679468500.035825,5975,122,40100,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553300136691,7,1679468500.1366911,5975,123,40200,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553300240699,8,1679468500.2406991,5975,124,40300,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553300337069,9,1679468500.337069,5975,125,40400,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553300438098,10,1679468500.438098,5975,126,40500,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553300535770,11,1679468500.5357709,5975,127,40600,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553300634628,12,1679468500.6346281,5975,0,40700,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553300739708,13,1679468500.7397089,5975,1,40800,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553300838706,14,1679468500.838706,5975,2,40900,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553300935226,15,1679468500.9352269,5975,3,40950,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553301037792,16,1679468501.0377929,5975,4,41100,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553301136639,17,1679468501.1366391,5975,5,41200,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553301231654,18,1679468501.2316549,5975,6,41300,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553301331908,19,1679468501.331908,5975,7,41400,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553301435905,20,1679468501.435905,5975,8,41500,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553301533711,21,1679468501.5337119,5975,9,41600,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553301634706,22,1679468501.634706,5975,10,41700,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553301730706,23,1679468501.730706,5975,11,41800,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553301830802,24,1679468501.8308029,5975,12,41900,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553301929768,25,1679468501.9297681,5975,13,42000,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553302028953,26,1679468502.0289531,5975,14,42050,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553302125144,27,1679468502.125144,5975,15,42200,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553302225869,28,1679468502.2258689,5975,16,42300,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553302325300,29,1679468502.3253,5975,17,42350,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553302423660,30,1679468502.42366,5975,18,42450,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
1000,57,1000,606553302515832,31,1679468502.5158319,5975,19,42550,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
