RxDevice,FileID,TxDevice,GenTime,FileMsgCount,GpsEpochTime,TxRandom,MsgCount,DSecond,Latitude,Longitude,Elevation,Speed,Heading,Ax,Ay,Az,Yawrate,CountPathPoints,RadiusOfCurve,Confidence,EventFlag,SemiMajor,SemiMinor,Orientation,SteerAngle,TransState,WhlBrkUnkn,WhlBrkLF,WhlBrkLR,WhlBrkRF,WhlBrkRR,Width,Length,EtcActive,AbsActive,EscActive,BrakeBstActive,AuxBrakesActive
3000,54,1000,606553299583750,1,1679468499.58375,5975,117,39600,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
3000,54,1000,606553299645978,2,1679468499.6459789,5975,118,39700,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
3000,54,1000,606553299741859,3,1679468499.741859,5975,119,39800,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
3000,54,1000,606553299839395,4,1679468499.839395,5975,120,39900,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
3000,54,1000,606553299939861,5,1679468499.9398611,5975,121,40000,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
3000,54,1000,606553300034852,6,1679468500.034852,5975,122,40100,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
3000,54,1000,606553300135737,7,1679468500.1357379,5975,123,40200,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
3000,54,1000,606553300239887,8,1679468500.239887,5975,124,40300,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
3000,54,1000,606553300336235,9,1679468500.336235,5975,125,40400,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
3000,54,1000,606553300437360,10,1679468500.43736,5975,126,40500,17.6017449,78.126547399999993,461.39999,0,234.6125,0,0,-2.54,0,15,32767,100,0,0,0,73.466698,190.5,7,0,0,0,0,1,185,471,0,0,0,0,0
